Id_bien;Id_lieu;No_voie;Voie;Total_piece;Surface_carrez;Surface_local;Type local
12195;91332;23;RUE DE LA CROIX BOISSEE;3;77.65;86;Maison
12196;91338;18;PL DU GENERAL DE GAULLE;2;52.5;50;Appartement
12197;91377;5;RUE AMERIGO VESPUCCI;3;58.68;58;Appartement
12198;91377;40;AV DU PDT SALVADOR ALLENDE;4;75.51;75;Appartement
12199;91434;20;RUE DE NOS LOISIRS;2;24.55;46;Appartement
12200;91471;76;RUE ARISTIDE BRIAND;5;78.77;88;Appartement
12201;91570;58;RUE D'ENFER;2;44.97;49;Appartement
12202;91657;3;ALL COLETTE;3;60.14;58;Appartement
12203;924;80;AV CHEVREUL;2;51.53;41;Appartement
12204;924;35;RUE GEORGES GUYNEMER;3;59.74;59;Appartement
12205;927;4;RUE LOUIS CHARLES BOILEAU;3;60.03;64;Appartement
12206;927;5;RUE FROIDE;3;50.71;55;Appartement
12207;9220;15;AV DE PARIS;2;51.07;51;Appartement
12208;9224;1;RUE HUNTZIGER;2;26;22;Appartement
12209;9225;180;RUE D'ESTIENNE D'ORVES;3;68.44;69;Appartement
12210;9226;8;RUE EDGAR QUINET;3;56.28;48;Appartement
12211;9226;1;RUE DE LA SABLIERE;3;63.03;62;Appartement
12212;9226;4;RUE DE BEHAGLE;2;49.32;47;Appartement
12213;9226;13;AV PUVIS DE CHAVANNES;4;76.85;78;Appartement
12214;9226;9;RUE JULES FERRY;3;64.98;65;Appartement
12215;9244;28;RUE DU PDT WILSON;3;49.75;47;Appartement
12216;9244;22;RUE DE VILLIERS;3;65.34;68;Appartement
12217;9246;113;BD GABRIEL PERI;4;88.06;97;Appartement
12218;9249;3;RUE LOUIS ROLLAND;4;64.93;64;Appartement
12219;9250;2;RUE DE STALINGRAD;1;18.81;18;Appartement
12220;9250;27;RUE MAURICE THOREZ;3;81.91;85;Appartement
12221;9251;20;RUE CHARTRAN;2;44.88;42;Appartement
12222;9251;101;RUE PERRONET;2;44.51;46;Appartement
12223;9262;25;RUE PARMENTIER;3;58.61;58;Appartement
12224;9262;14;RUE CHARLES LORILLEUX;2;36.29;44;Appartement
12225;9262;75;RUE VICTOR HUGO;2;48.16;53;Appartement
12226;9262;16;AV GEORGES POMPIDOU;3;75.58;74;Appartement
12227;9263;77;BD RICHELIEU;7;116.02;130;Appartement
12228;9263;51;AV DE SEINE;4;63.11;63;Appartement
12229;9263;50;RUE DES ORTIES;3;62.84;62;Appartement
12230;9263;50;RUE HENRI DUNANT;1;50.64;51;Appartement
12231;9273;33;RUE DE LA TUILERIE;3;53.45;50;Appartement
12232;9273;19;RUE DES BAS ROGERS;3;51.3;51;Appartement
12233;9275;18;RUE GAMBETTA;2;29.1;30;Appartement
12234;9278;50;AV DU PONANT;2;41.8;41;Appartement
12235;9278;12;RUE HENRI BARBUSSE;3;55.58;57;Appartement
12236;931;3;RUE SCHAEFFER;3;64.7;64;Appartement
12237;935;53;AV DES PAVILLONS SOUS BOIS;2;44.9;43;Appartement
12238;936;145;AV PASTEUR;4;78.55;76;Appartement
12239;936;144;AV GAMBETTA;3;59.44;56;Appartement
12240;936;25;RUE MARIE ANNE COLOMBIER;3;46.49;50;Appartement
12241;938;20;PROM JEAN ROSTAND;3;65.04;68;Appartement
12242;9313;14;RUE DANIEL DOHET;3;74.12;68;Maison
12243;9346;5;ALL SUDROT;2;48.62;49;Appartement
12244;9348;47;AV DU PRESIDENT WILSON;3;61.35;61;Appartement
12245;9350;19;RUE DE L EGALITE;4;96.45;121;Maison
12246;9351;10;ALL LOUIS ARAGON;1;18.4;19;Appartement
12247;9370;6;ALL DE PARIS;2;40.83;40;Appartement
12248;9372;9;RUE ROGER GAUTRE;2;26.9;26;Appartement
12249;9373;32;BD DE L HOTEL DE VILLE;4;69.02;69;Appartement
12250;9378;10;AV BUFFON;1;24.9;30;Appartement
12251;942;39;RUE RAYMOND JACLARD;2;50.3;50;Appartement
12252;944;5;RUE DE PARIS;2;39.84;40;Appartement
12253;944;9;AV DU GAL LECLERC;4;82.92;82;Appartement
12254;9418;12;RUE DU PRESIDENT KENNEDY;3;67.26;66;Appartement
12255;9418;10;RUE DE SULLY;4;81.12;80;Appartement
12256;9422;19;RUE L'INSURRECTION PARISIENNE;3;63.85;63;Appartement
12257;9428;41;AV MAL DE LATTRE DE TASSIGNY;4;88.55;72;Appartement
12258;9438;26;RUE CHEVREUL;4;75.85;95;Maison
12259;9438;2;AV DU GEN DE GAULLE;3;68.24;74;Appartement
12260;9442;21;BD DU MAL LECLERC;3;60;59;Appartement
12261;9446;231;AV DU GENERAL LECLERC;3;63.02;48;Appartement
12262;9446;106;AV DU GENERAL DE GAULLE;1;24.02;24;Appartement
12263;9452;78;BD GAMBETTA;3;83.13;87;Appartement
12264;9454;11;RUE CLAUDE BERNARD;3;60.02;60;Appartement
12265;9458;103;AV DU GENERAL DE GAULLE;2;61.95;78;Appartement
12266;9467;5;AV FOCH;4;3.45;90;Appartement
12267;9467;14;RUE GUYNEMER;4;160.04;86;Appartement
12268;9467;46;AV SAINTE MARIE;2;51.5;52;Appartement
12269;9468;3;BD DU GENERAL FERRIE;2;52.2;53;Appartement
12270;9468;50;AV DE L ALMA;3;54.86;58;Appartement
12271;9471;6;RUE DU GEN DE LARMINAT;5;141.5;124;Maison
12272;9480;56;RUE DE LA PAIX;2;17.8;17;Appartement
12273;9480;10;RUE DAUMESNIL;1;20.93;25;Appartement
12274;9480;84;RUE DE FONTENAY;1;23.7;22;Appartement
12275;9518;71;AV JEAN JAURES;2;30.04;36;Appartement
12276;9518;3;RUE DES CHAMPIOUX;3;94.61;69;Appartement
12277;9542;6; LE PARC DE BAILLET;3;71.84;71;Appartement
12278;9591;11;RUE DE FRANCHE COMTE;4;77.13;77;Maison
12279;95127;7;CHT BRULOIRS;4;82.39;83;Appartement
12280;95127;59;BD DE L'EVASION;1;27.84;28;Appartement
12281;95176;5;RUE JULES VERNE;4;87.16;82;Appartement
12282;95199;6;ALL DU LAC;4;87.33;90;Maison
12283;95219;37;RUE DE STALINGRAD;1;30.48;31;Appartement
12284;95252;1;RES LES RINVALS;3;60.2;57;Appartement
12285;95277;15;CHE DE SAINT BLIN;4;64.64;64;Appartement
12286;95313;21;RES LES GENETS;5;121;81;Maison
12287;95388;26;RUE DES PATIS;4;93.23;77;Maison
12288;95476;110;CHS JULES CESAR;2;34.92;35;Appartement
12289;95500;13;RUE DES MARADAS VERTS;3;67.1;63;Appartement
12290;95582;56;CHE DES GUILLERANDS;5;86.63;89;Maison
12291;95585;1;RUE PIERRE CURIE;4;83.13;82;Appartement
12292;95585;11;RUE LOUIS LEBRUN;5;101.24;100;Appartement
12293;95585;10;AV PAUL HERBE;6;103.48;109;Appartement
12294;95598;18;RUE MARIN;1;19.49;32;Appartement
12295;95604;8;SQ DE LA CHAPELLE;4;78.45;79;Appartement
12296;95607;38;RUE PIERRE BEREGOVOY;4;73.84;73;Appartement
12297;95652;75;RUE DE PARIS;1;18.56;19;Appartement
12298;974410;8;LOT PIGNOLET DE FRESNES;3;84.74;63;Maison
12299;0688;1;BD DE RIQUIER;2;60.32;56;Appartement
12300;0688;230;AV DE FABRON;1;24.3;23;Appartement
12301;10387;1;RUE DU CLOS CAMUS;3;60.91;60;Appartement
12302;14715;10;RUE THIERS;4;48.14;44;Appartement
12303;2885;15;RUE HUBERT LATHAM;2;41.66;42;Appartement
12304;2885;9;RUE DU FAUBOURG LA GRAPPE;1;29.92;27;Appartement
12305;2885;21;AV AMBROISE PARE;1;38.54;38;Appartement
12306;4259;8;AV DU ONZE NOVEMBRE;5;97.75;97;Maison
12307;50218;23;AV DE LA LIBERATION;1;23.76;25;Appartement
12308;54578;4;BD DE BAUDRICOURT;1;28.26;27;Appartement
12309;567;3;RUE GEORGES BRASSENS;2;41.93;41;Appartement
12310;5654;24;RUE DU STADE;2;49.95;49;Appartement
12311;60139;46;RUE DE LA CHEVALERIE;1;17.03;17;Appartement
12312;60159;1;RUE EDOUARD BRANLY;5;95.35;93;Appartement
12313;65123;305;CHE DE L ARTIGOU;3;37.96;40;Appartement
12314;6949;76;IMP DES LAURIERS;3;64.42;63;Appartement
12315;69382;18;CRS BAYARD;2;50.65;51;Appartement
12316;75109;44;RUE NOTRE DAME DE LORETTE;4;69.61;70;Appartement
12317;75114;5;RUE MAURICE LOEWY;1;24.47;25;Appartement
12318;75114;166;RUE D ALESIA;2;56.06;56;Appartement
12319;75115;38;AV EMILE ZOLA;3;55.36;59;Appartement
12320;77333;21;RUE GAUTHIER 1ER;3;65.15;66;Maison
12321;7889;2;RUE LEON RICHARD;4;69.02;71;Appartement
12322;78380;10;RUE D ORLEANS;4;77.92;98;Appartement
12323;78418;18;RUE GASTON VOILLEREAU;3;59.72;67;Appartement
12324;7981;18;RUE DES ALBIZZIAS;3;64.36;64;Appartement
12325;82190;8;RUE DES BERDEILHOUNES;2;92.41;91;Maison
12326;83112;9001;RES LES MAS DE LA MADRAGUE;2;36.86;31;Appartement
12327;95355;11;RUE DE L HOTEL DE VILLE;3;45;45;Appartement
12328;95539;78;RUE DE LA PLANCHETTE;2;66.21;65;Appartement
12329;973302;2120;RTE DE BADUEL;3;62.35;63;Appartement
12330;01153;88;RUE DE LA PIERRE;3;222.97;170;Maison
12331;02722;15;RUE DU CHAMP BOUILLANT;4;59.81;59;Appartement
12332;02722;2;BD EDOUARD BRANLY;2;45.12;44;Appartement
12333;0470;3;TRA DES EAUX CHAUDES;1;35.71;36;Appartement
12334;054;9000;RUE COTE GELEE;1;26;24;Appartement
12335;064;390;CHE AMES DU PURGATOIRE;2;51.23;50;Appartement
12336;0629;21;BD GENERAL VAUTRIN;1;44.7;45;Appartement
12337;0636;68;CHE DE SAINT ANTONIN;3;107.35;103;Appartement
12338;0683;100;AV DES ALLIES;2;38.77;38;Appartement
12339;0685;1;RUE DE L EGLISE;2;59.36;60;Appartement
12340;0688;341;CHE DE LA GINESTIERE;2;46.69;46;Appartement
12341;0688;7;RUE DU SOLEIL;2;51.15;51;Appartement
12342;0688;164;BD DE LA MADELEINE;2;42.01;43;Appartement
12343;06104;16;AV PAUL DOUMER;1;38.57;38;Appartement
12344;06104;139;AV DE VERDUN;3;67.3;67;Appartement
12345;06108;560;CHE DE L ECOLE VIEILLE;4;78.03;79;Maison
12346;07296;6;LOT LES LAVANDES ALLEE 1;5;99.57;99;Maison
12347;09122;7;AV DE LERIDA;3;76.97;77;Appartement
12348;1081;3;CHE DE L'HOSPICE;1;70;70;Appartement
12349;10387;128;RUE GENERAL DE GAULLE;1;42.64;43;Appartement
12350;132;120;AV DU GEN DE GAULLE;3;69.15;55;Appartement
12351;137;5081;RTE NATIONALE 560;3;65.31;64;Appartement
12352;1326;31; LES ROUCAS;4;85.46;84;Appartement
12353;1328;167;AV FRANKLIN ROOSEVELT;3;55.31;52;Appartement
12354;1328;671;AV EMILE RIPERT;3;66.08;64;Appartement
12355;1386;10;RUE ROLLAND;2;59.5;52;Appartement
12356;13117;15;RUE DE L ESCADRILLE N NIEMEN;3;62.42;63;Appartement
12357;13119;9001;RES LES ROMARINS;3;74.25;71;Appartement
12358;13201;22;RUE DES HEROS;1;19.26;18;Appartement
12359;13201;72;RUE CURIOL;3;84.43;58;Appartement
12360;13202;40;RUE MAZENOD;3;36.96;38;Appartement
12361;13204;17;BD FRAISSINET;3;41.03;43;Appartement
12362;13204;31;BD PHILIPPON;3;78.72;75;Appartement
12363;13205;313;RUE SAINT PIERRE;1;18.72;20;Appartement
12364;13206;57;BD ANDRE AUNE;2;41.77;40;Appartement
12365;13207;4;RUE PETIT CHANTIER;3;29;28;Appartement
12366;13208;29;RUE ROCCA;2;46.12;47;Appartement
12367;13210;113;TRA CHEVALIER;4;73.59;74;Appartement
12368;13214;40;RUE SAINT ANDRE;4;60.49;61;Appartement
12369;13215;11;TSSE MARITIME;3;68.24;67;Appartement
12370;14220;1;QUAI DES MARCHANDS;4;81;93;Appartement
12371;14366;14;RUE LABBEY;2;50.99;50;Appartement
12372;22187;3;BD DU ROI D YS;1;23;23;Appartement
12373;24322;93;RUE CHANZY;2;37.76;38;Appartement
12374;24322;26;CRS MICHEL MONTAIGNE;3;84.56;90;Appartement
12375;2A130;5401;VGE DE TERRA BELLA;1;13.82;14;Appartement
12376;2A247;5001; FOCE INCESA;6;98.77;114;Maison
12377;2A271;5416;RES LES TERRASSES DU PARC J;3;70.61;70;Appartement
12378;3062;8;RUE DES IRIS;3;68.32;69;Appartement
12379;30133;841;RTE DE CARNON;1;29.01;28;Appartement
12380;30189;7;RUE NOTRE DAME;2;51.25;48;Appartement
12381;31555;4;BD DES PLATANES;1;26;26;Appartement
12382;3363;70;RUE DUPATY;2;53.13;53;Appartement
12383;3369;30;RUE JACQUES PREVERT;1;38.88;39;Appartement
12384;33249;13;IMP DU COMMANDANT COUSTEAU;3;59.77;60;Appartement
12385;343;1;RUE DU JADE;2;31.15;31;Appartement
12386;3432;13;RUE DE BEARN;4;107.77;110;Maison
12387;34165;8;RUE DE LA CARRIERASSE;3;91.77;70;Appartement
12388;34225;13;RUE DE LA BASTILLE;3;128;55;Appartement
12389;34301;43;RUE HENRI BARBUSSE;4;112.9;130;Appartement
12390;34327;1;IMP CASTILHON;4;81.42;70;Appartement
12391;3524;20;RUE DE ROME;4;78.06;78;Appartement
12392;3593;13;RUE DU DOUET FOURCHE;4;68;68;Maison
12393;37233;56;AV DE LA REPUBLIQUE;2;36.32;35;Appartement
12394;38151;5;ALL DOC CALMETTE;2;48.25;48;Appartement
12395;38179;11;RUE DES PALETTES;5;97.44;99;Appartement
12396;38185;4;RUE CHARLES LORY;1;13.44;14;Appartement
12397;38421;18;RUE JULES SIEGFRIED;4;52.8;56;Appartement
12398;4065;3;AV MAL DE LATTRE DE TASSIGNY;3;89.6;85;Maison
12399;40279;509;AV DE LA RESISTANCE;3;56.92;58;Appartement
12400;40296;42;AV DES FORESTIERS;4;84.29;83;Maison
12401;41151;7;AV ELTVILLE;2;46.95;47;Appartement
12402;4244;8;RUE DU TREMOLIN;2;76.73;75;Appartement
12403;42189;1;RUE BIZET;3;65.2;65;Appartement
12404;42189;1;RUE BIZET;3;66.8;67;Appartement
12405;42218;122;RUE BERGSON;3;64.02;66;Appartement
12406;42275;3;RUE DES TROIS GLORIEUSES;2;25.1;25;Appartement
12407;42330;9001;RES LE PLAT HAUT;4;91.88;85;Appartement
12408;4443;1;PL DU MUSCADET;1;46.2;48;Maison
12409;44109;32;BD DE L'ESTUAIRE;2;42.34;42;Appartement
12410;44143;10;RUE EUGENE CHARTIER;3;67.55;67;Appartement
12411;44162;12;BD DU MASSACRE;2;39.33;39;Appartement
12412;44195;2;RUE RENE GUY CADOU;3;69;69;Appartement
12413;45285;17;RUE DE LA PRAIRIE;3;61.5;58;Appartement
12414;49223;91;RTE DE NANTES;3;61.6;61;Appartement
12415;49246;32;RUE CHARLES DE GAULLE;3;95.49;93;Appartement
12416;49331;2;RUE DU CAP DE HAUTECLOQUE;4;84.1;83;Appartement
12417;51230;4;RUE MARCELIN BERTHELOT;4;76.12;79;Appartement
12418;51454;15;BD CARTERET;1;13.7;14;Appartement
12419;54323;4;AV DU MAL FOCH;3;66.77;66;Appartement
12420;59350;191;RUE PIERRE MAUROY;1;22.66;23;Appartement
12421;59368;207;RUE DU PDT GEORGES POMPIDOU;1;23.04;23;Appartement
12422;59457;1;RUE DES NAVETTES;3;64.04;64;Appartement
12423;59560;59;RUE DE BURGAULT;2;66.9;40;Appartement
12424;60509;134;RUE PASTEUR;3;63.99;63;Appartement
12425;62119;153;RUE D ABLAIN SAINT NAZAIRE;2;37.98;38;Appartement
12426;63103;2;AV DE BROCQUEVILLE;1;18.99;21;Appartement
12427;64385;22;RTE DE SAINT JACQUES;4;90;85;Maison
12428;66124;13;RUE DES LILAS;3;54.48;55;Appartement
12429;6991;6;PL JEAN JAURES;2;54.94;57;Appartement
12430;69244;4;RUE FRANCOIS MERMET;4;85.29;86;Appartement
12431;69384;38;RUE CLAUDE JOSEPH BONNET;3;71;72;Appartement
12432;70550;8;RUE BARON BOUVIER;1;28.7;28;Appartement
12433;75102;53;RUE GRENETA;1;32.12;30;Appartement
12434;75102;3;RUE N D DE BONNE NOUVELLE;1;20.22;21;Appartement
12435;75103;11;BD SAINT MARTIN;4;100.75;100;Appartement
12436;75103;23;BD SAINT MARTIN;5;6;103;Appartement
12437;75104;30;RUE DES ROSIERS;1;21.2;21;Appartement
12438;75106;22;RUE SAINT BENOIT;1;30.05;35;Appartement
12439;75109;16;RUE MONCEY;5;158.95;154;Appartement
12440;75109;21;RUE HENRY MONNIER;3;84.02;85;Appartement
12441;75109;26;RUE DES MARTYRS;3;76.01;60;Appartement
12442;75109;83;RUE DE DUNKERQUE;3;52.13;50;Appartement
12443;75109;12;RUE LENTONNET;1;10.55;16;Appartement
12444;75110;53;RUE DU FBG ST MARTIN;2;45.13;48;Appartement
12445;75110;27;RUE BOUCHARDON;1;17.13;15;Appartement
12446;75111;165;RUE SAINT MAUR;3;75.62;74;Appartement
12447;75112;60;AV DU GAL MICHEL BIZOT;1;9.44;9;Appartement
12448;75112;49;BD DIDEROT;4;108.55;106;Appartement
12449;75114;96;RUE DAGUERRE;2;24.74;26;Appartement
12450;75114;41;RUE GAZAN;1;38.88;38;Appartement
12451;75114;30;RUE DU COUEDIC;1;24.61;25;Appartement
12452;75114;75;RUE DU PERE CORENTIN;1;29.5;26;Appartement
12453;75114;43;RUE BOULARD;3;83.8;79;Appartement
12454;75115;13;RUE THIBOUMERY;3;74.43;74;Appartement
12455;75115;22;ALL JOSEPH RECAMIER;2;42.65;41;Appartement
12456;75115;18;RUE DE CHAMBERY;1;18.14;37;Appartement
12457;75115;4;RUE DU CDT LEANDRI;1;20.15;21;Appartement
12458;75115;41;RUE DE L ABBE GROULT;1;21.31;23;Appartement
12459;75115;43;RUE CAMBRONNE;3;46.93;45;Appartement
12460;75115;179;RUE DE VAUGIRARD;2;29.98;29;Appartement
12461;75116;39;RUE LE MAROIS;2;44.6;43;Appartement
12462;75116;21;RUE FANTIN LATOUR;3;50.8;50;Appartement
12463;75116;28;AV MOZART;5;114.44;120;Appartement
12464;75116;30;AV PDT WILSON;4;135.05;135;Appartement
12465;75117;3;RUE DE BIZERTE;7;176.61;178;Appartement
12466;75117;62;RUE DES BATIGNOLLES;3;48.7;49;Appartement
12467;75118;4;VLA SAINT MICHEL;2;44.85;29;Appartement
12468;75118;15;RUE SIMON DEREURE;5;151.05;155;Appartement
12469;75118;6;RUE DE CLIGNANCOURT;4;83.62;84;Appartement
12470;75118;28;RUE D ORAN;3;29.11;65;Appartement
12471;75119;351;RUE DE BELLEVILLE;1;18.06;26;Appartement
12472;75120;116;BD DE BELLEVILLE;2;37.58;36;Appartement
12473;76217;15;RUE DE LA CITE DE LIMES;3;70;62;Appartement
12474;76351;12;RUE DE CONSTANTINE;1;18.94;22;Appartement
12475;7783;3;PL DES ACACIAS;3;68.77;68;Appartement
12476;77108;33;RUE AUGUSTE MEUNIER;2;40.12;37;Appartement
12477;77215;6;ALL RACINE;4;99.06;80;Maison
12478;77284;41;RUE LEON BARBIER;4;91;89;Appartement
12479;77288;12;RUE GUY BAUDOIN;4;87.37;90;Appartement
12480;77294;16;RUE PIERRE COLOMBIER;3;74.79;63;Maison
12481;77307;77;RUE DE L ORANGERIE;2;41.4;41;Appartement
12482;77379;17;RUE DU MINAGE;4;109.25;100;Appartement
12483;77468;25;RUE DE L EAU VIVE;1;70.35;69;Appartement
12484;77514;19;RUE DES PEUPLIERS;4;76.88;82;Maison
12485;7873;12;AV INGRID BERGMAN;5;86.1;86;Appartement
12486;7892;74;QUAI BOISSY D ANGLAS;4;67.23;72;Appartement
12487;78120;12;CITE DE LA CLAIRIERE;5;123.05;124;Maison
12488;78123;460;RUE CLAUDE MONET;1;25.83;26;Appartement
12489;78158;5;RUE CARUEL ST MARTIN;2;49.58;50;Appartement
12490;78172;75;RES ARISTIDE BRIAND;4;62.28;60;Appartement
12491;78311;15;BD JEAN JAURES;2;35.16;29;Appartement
12492;78372;16;ALL CLAUDE MONET;5;103.03;103;Appartement
12493;78401;4;RUE DE TESSANCOURT;3;56.23;53;Appartement
12494;78420;6;ALL DES TILLEULS;5;162.15;130;Maison
12495;78440;31;RUE F DUREAU;5;117.5;117;Maison
12496;78490;3;RUE DE LA HAISE;4;73.6;76;Appartement
12497;78498;7;RUE PAUL CODOS;3;79.21;65;Appartement
12498;78545;7;RUE ROBERT DESNOS;4;74.48;74;Appartement
12499;78550;10;IMP PEUPLIERS;4;120.27;103;Maison
12500;78586;14;ALL DES CYPRES;2;29.16;30;Appartement
12501;78586;11;RUE HENRI REGNAULT;3;65.03;50;Appartement
12502;78646;28;BD DU ROI;2;67.48;67;Appartement
12503;78646;22;RUE DES RESERVOIRS;4;116.21;116;Appartement
12504;78646;32;RUE DU MAL FOCH;3;82.61;70;Appartement
12505;80702;7;CHE DE LA VALLEE;7;137.1;141;Maison
12506;82121;719;AV DE LEOJAC;2;38.55;38;Appartement
12507;839;620;AV DE LA LIBERATION;2;34.78;34;Appartement
12508;8369;6;BD DE LA LAZARINE;3;65.47;71;Appartement
12509;8372;17;RUE VIEILLE HORLOGE;3;75.25;60;Appartement
12510;8390;307;CHE DE LA COURTINE;4;99.03;91;Maison
12511;83123;2;RUE DU MOULIN;1;16.79;16;Appartement
12512;83123;272;AV DE PORTISSOL;2;34.02;39;Appartement
12513;83129;232;ALL DES LAURIERS ROSES;2;42.86;41;Appartement
12514;847;4;RUE FELIX GRAS;1;19;20;Appartement
12515;8785;32;AV GENERAL LECLERC;2;43.5;44;Appartement
12516;88383;11;RUE DE LA FRANCHE PIERRE;1;35.35;39;Appartement
12517;88429;4; LE RANG CHENET;3;62.81;63;Appartement
12518;88465;21;RUE DE LA HAIE DES LEISSES;3;63.15;62;Appartement
12519;91135;9;RUE DES MONTCELETS;4;89.21;88;Maison
12520;91191;2;RUE THIROUX D ARCONVILLE;4;84.72;87;Appartement
12521;91228;2;AV DE L EGLISE;6;122.67;125;Appartement
12522;91272;9001;RES FONDS FANETTES;4;80.3;81;Appartement
12523;91377;3;ALL DU DANEMARK;3;76.03;76;Appartement
12524;91434;13;RUE DE SAVIGNY;3;64;64;Appartement
12525;91570;27;RUE DEBUSSY;3;67.88;68;Appartement
12526;91589;6;PL DE LA GARE;3;73.06;80;Appartement
12527;91661;2;VLA DES BLEUETS;3;65.43;66;Appartement
12528;91689;16;RUE DE L AMIRAL MOUCHEZ;2;33.55;34;Appartement
12529;91689;15;RUE LOUIS BLERIOT;5;140.07;118;Maison
12530;924;12;RUE EUGENIE EBOUE;2;39.22;41;Appartement
12531;9219;44;RUE DES PRES HAUTS;4;84.02;81;Appartement
12532;9223;54;RUE P VAILLANT COUTURIER;1;35.45;36;Appartement
12533;9224;75;RUE HENRI BARBUSSE;2;38.69;38;Appartement
12534;9224;75;RUE DE PARIS;1;20.27;21;Appartement
12535;9224;19;RUE FANNY;2;26.01;22;Appartement
12536;9226;4;BD SAINT DENIS;2;65.03;64;Appartement
12537;9226;23;AV GALLIENI;1;26.64;24;Appartement
12538;9235;35;RUE VOLTAIRE;2;37.84;37;Appartement
12539;9240;34;RUE DE CHAMP CHARDON;2;46.07;46;Appartement
12540;9249;56;RUE FENELON;3;62.04;61;Appartement
12541;9262;2;RUE LUCIEN VOILIN;1;19.54;20;Appartement
12542;9273;6;RUE DE SAINT CLOUD;6;120.06;120;Appartement
12543;9275;21;AV VERDUN;3;52.33;54;Appartement
12544;9310;3;RUE ARTHUR RIMBAUD;2;46.32;46;Appartement
12545;9330;1;RES DANIELLE CASANOVA;3;67.66;77;Appartement
12546;9355;5;RUE DE LA PAIX;3;53.56;51;Appartement
12547;9355;5;RUE THEOPHILE LEDUCQ;2;30.52;26;Appartement
12548;9362;119;AV DE LA RESISTANCE;3;64.77;65;Appartement
12549;9371;49;RUE DU DOCTEUR ROUX;3;58.43;58;Appartement
12550;942;10;RUE DE LA PERCHE;2;35.99;36;Appartement
12551;9417;9;RUE KARL MARX;3;58.6;58;Appartement
12552;9418;37;RUE GABRIEL PERI;2;37.8;36;Appartement
12553;9418;13;RUE DE PARIS;1;20.08;25;Appartement
12554;9419;20;AV CLAUDE DEBUSSY;3;61.04;65;Appartement
12555;9422;11;AV LEON GOURDAULT;2;46.3;50;Appartement
12556;9428;40;RUE DES SARRAZINS;4;88.93;89;Appartement
12557;9428;93;AV LAFERRIERE;1;17.33;19;Appartement
12558;9441;17;RUE DE LA GARE;3;57.05;56;Appartement
12559;9446;52;QUAI FERNAND SAGUET;2;44.43;42;Appartement
12560;9446;74;RUE CHEVREUL;2;52.23;54;Appartement
12561;9468;26;RUE SAINT HILAIRE;3;71.47;70;Appartement
12562;9468;32;RUE DES REMISES;4;55.41;90;Appartement
12563;9469;51;RUE DU VAL D OSNE;2;42.81;40;Appartement
12564;9479;5;RUE ALBERT SCHWEITZER;2;41.15;41;Appartement
12565;9480;188;RUE DE LA JARRY;3;61.24;57;Appartement
12566;9481;220;RUE JULIAN GRIMAU;3;75.37;62;Appartement
12567;95210;16;PL DE VERDUN;4;87.06;105;Maison
12568;95219;7;ALL SAINT JOHN PERSE;2;50.85;50;Appartement
12569;95323;24;AV CAMILLE SAINT SAENS;3;62.01;62;Appartement
12570;95424;6;RUE JOHN LENNON;1;28.86;28;Appartement
12571;95428;13;AV DE LA FONTAINE RENE;2;23.95;23;Appartement
12572;95487;2;RUE DES RIVES DE L'OISE;2;39.99;40;Appartement
12573;95555;4;AV DANIELLE CASANOVA;2;48.75;48;Appartement
12574;95563;5;RUE DE MONTLIGNON;3;48.84;46;Appartement
12575;95607;16;RUE PHANIE LELEU;4;78.1;79;Appartement
12576;01173;256;AV DE BELLE FERME;2;34.56;34;Appartement
12577;01354;3;RUE GEORGES CHARPAK;2;47.6;49;Appartement
12578;01419;75;RUE DES VERGERS;3;56.02;56;Appartement
12579;02758;8;PTR PETITE RUE SAINT VINCENT;3;39.62;64;Maison
12580;0488;3;RUE DU FRESQUIE;4;92.94;95;Maison
12581;0494;;RES LE CEZANNE;1;30.95;30;Appartement
12582;04112;20;ALL DE PROVENCE;2;62.43;60;Appartement
12583;064;3;AV LEMERAY;1;25.56;25;Appartement
12584;064;8;AV DOCTEUR FABRE;2;55.74;56;Appartement
12585;0627;9058;CHE DU VAL DE CAGNES;2;73.38;50;Maison
12586;0630;50;RUE GEOFFROY SAINT HILAIRE;2;48.8;50;Appartement
12587;0683;4;RUE COLONEL HEBERT;1;23.63;23;Appartement
12588;0685;179;VOIE JULIA;3;63.7;64;Appartement
12589;0688;8;CHE DES CRETES;1;271.58;25;Appartement
12590;0688;23;RUE CAFFARELLI;2;48.52;47;Appartement
12591;0688;70;AV DE LA BORNALA;1;15.85;16;Appartement
12592;0694;24;AV DE   VALBERG;1;20.85;20;Appartement
12593;06104;8;RUE DU MOULIN;1;15.94;20;Appartement
12594;06123;251;AV PAUL CEZANNE;2;52.28;52;Appartement
12595;06149;29;BD FRANCOIS SUAREZ;3;72.8;68;Appartement
12596;06161;9001;MRN BAIE DES ANGES DUCAL;4;98.56;98;Appartement
12597;09265;32;RUE GASTON DE FOIX;2;39.66;40;Appartement
12598;10333;4;RUE DU TCHAD;3;55.14;55;Appartement
12599;11202;29;RES LE CLAPOTIS;3;44.8;44;Maison
12600;135;9001;RES CENTRAL PARC;1;31;26;Appartement
12601;1322;9001; LE CAP DES TERRASSES;1;18.48;18;Appartement
12602;1328;15;RUE MARIUS LIEUTAUD;1;40.64;36;Appartement
12603;1328;9001;RES BELLE PLAINE;1;29.01;28;Appartement
12604;1328;250;CHE ARENE CROS;2;44.71;47;Appartement
